2.360105190673297548e-01,1.249877617569084692e-01,2.337479249107406731e-01,3.835757274439567932e-01,4.289370172576549567e-02,8.345553796234973509e-01,4.038071443588682752e-01,5.673628543550859327e-01,6.361285961542515466e-01,1.328374287305184864e-01,8.270670192338519522e-02,1.565276072857726131e-01,9.862218856550770685e-01,1.044355516658863059e-01,4.226514555023347386e-01,8.750597667563667637e-01,5.842742403216725222e-01,1.752903946217273037e-02,8.887017568231724285e-01,3.841463487767153850e-01,1.677295587798873500e-01
3.607546976459998778e-01,5.941209777168916517e-01,3.756064927800335795e-02,6.432843005245337809e-01,6.100791220137801174e-01,2.052190551271810826e-01,4.260001524668261541e-01,1.934804228330929965e-01,2.129924350698782914e-02,5.838940281583012704e-01,4.453518943944940744e-01,8.420307152675557960e-01,1.990396948900530205e-01,4.401482811589918498e-01,6.674292869438049891e-01,6.832008337269934728e-02,3.553286592529482646e-01,6.860101646904339656e-01,2.450672315723328443e-01,3.639699305266561602e-01,5.773600638503966209e-01
4.362236422177460105e-01,8.767506129773252610e-01,8.596714545758472603e-01,8.339493390526194760e-01,4.262401389102665750e-01,1.633419456516843338e-01,6.388430728683792692e-01,4.281156844404857553e-01,5.057722593831931457e-01,6.510221571998179302e-01,9.399356734042055850e-01,8.082202275109354739e-01,1.231984863348500048e-01,9.069493705134458184e-01,6.770386167180780790e-01,3.194086465373759398e-01,7.299839206862909213e-01,4.749341898544011675e-01,5.610272556309854330e-01,5.718162853957947656e-01,1.514851132996077321e-01
3.657537172066333553e-01,4.357303771391823344e-01,5.769557754352649948e-02,7.237286192542241592e-01,3.268003832574378764e-01,4.730812669056111974e-01,9.480549725124497451e-01,8.679627768404245547e-01,2.730912520522468800e-01,4.002675432147280721e-01,5.712333767073639601e-01,1.194777330352756184e-01,7.961818005338112680e-01,3.236795568590011829e-01,1.156245962182780723e-01,7.071975036309979812e-01,5.149069541068388434e-01,2.709619292762062426e-02,5.627828637784432209e-01,7.642076498881757995e-01,3.104207781459972573e-02
6.732354974836202155e-01,2.501239292969960060e-01,4.351539926946104142e-01,7.215138318953968899e-02,5.322104523553469191e-01,9.231810318767468271e-01,3.048040493999566447e-01,6.351451275341554736e-02,8.482060719023696294e-01,9.475764497971186362e-01,4.910673443051306597e-01,9.084923073642743319e-01,9.086298316511046691e-01,7.342207738426125285e-01,8.313106100957914357e-01,1.619946011893372839e-01,8.455338264915588375e-01,4.156250062034372861e-01,2.866839496547448074e-01,5.618573730156974921e-01,8.574908290816547485e-01
4.324662645224151003e-01,7.776954103984851097e-02,2.872837514044532248e-01,2.853116226936601163e-01,6.970522133593736180e-01,9.557683269595875775e-01,5.501479241032429801e-01,2.536135069587106550e-01,7.031307408112380530e-01,1.477277400358211479e-01,6.162924065414354668e-02,6.490084497163736144e-01,3.757527587547181969e-01,4.508206135145852445e-01,7.398316646839188382e-02,4.796882238870453508e-01,6.061444349153811695e-01,9.825126039039659975e-01,2.147002225259965480e-02,5.167469654171856774e-01,4.867672083603960531e-01
6.351184018462007197e-01,8.531619463946763515e-01,4.979548762876201407e-01,5.725709228733364409e-01,5.025429732386972326e-01,7.864648268849420143e-01,9.069276651296662717e-01,3.226464030538593319e-01,7.243840603127151834e-01,6.547450110950311375e-01,3.732856552794101557e-01,8.034850177171869445e-01,6.950469138657540125e-01,4.916826220335203113e-01,5.719118285011498548e-01,9.489332735655157114e-01,6.401667213604237405e-01,6.348800596169698052e-01,3.806379194063530536e-01,7.819013574148160339e-01,8.723824438183253038e-01
3.099373788262636542e-01,3.264112301005744898e-01,6.731929641451389612e-01,2.888544428530523955e-01,8.171348074723353005e-02,2.876526706267313327e-01,6.970782028619146864e-01,5.026647963525039398e-01,5.800628764714885754e-01,6.262370131976038312e-01,5.351041699915957128e-01,9.613032617048850037e-01,8.106630770985966405e-01,9.633732309701521501e-01,6.933439880303606806e-01,8.017137917890512222e-01,7.513832896412373508e-01,9.410969860312801138e-01,3.404525320336339589e-01,3.244214338515139517e-01,1.192124865287196717e-02
9.268439490364097089e-02,9.616460022302593114e-01,4.747325802829364116e-01,1.216121390115346840e-01,1.078554921883460860e-01,4.927238880686860001e-01,6.514828593347868901e-01,8.340809855529608408e-01,5.714131236434867311e-01,3.338753459626062070e-01,7.008018138994697166e-01,1.876654212719239267e-01,3.327747944619668941e-01,1.204566844698267830e-01,6.806624515731033442e-01,5.396363432293592721e-01,4.394658024798759333e-01,2.302386569567689001e-01,8.436869580652854861e-01,3.964569475933859555e-01,9.122959030301007743e-01
2.824310560129383862e-01,6.372398971545457647e-01,7.373985817528223574e-01,1.692626704981431973e-01,1.820627271168999695e-01,7.540188398789428037e-01,8.940773444638260015e-02,4.783349952561996576e-01,8.280976149573231193e-02,9.637378120538117043e-01,8.351969320349468262e-01,2.323626245801188872e-01,8.434114120622623334e-01,7.473191960052252281e-01,1.084352857937701392e-01,2.668957505071316572e-01,6.418413354187678665e-01,7.071348581839689285e-01,3.436181744438633334e-01,1.289804521846635021e-01,4.948680820990345453e-01
7.895406347252712509e-01,5.210908680801242809e-01,1.941987948711745848e-01,3.043152471936176329e-01,7.573467957982846777e-01,4.351518853702311396e-01,7.652242874775521120e-01,1.759759994298382979e-01,6.848956430972799048e-01,7.995534984674904644e-01,8.874567494700935644e-01,2.982988571026805036e-01,9.121380316987923731e-01,5.851941975371683924e-01,2.941396671662402373e-01,3.094112103121246168e-02,6.646623139816115744e-01,9.493731397834376251e-01,5.744949480973294831e-01,3.002732446522113352e-01,3.297581851400098185e-01
5.118335280381023367e-01,9.839413108200423252e-01,4.303807690345108350e-01,3.871841150510144103e-01,4.945110721955953692e-01,2.005540943071633386e-01,2.907294938918173477e-01,8.100512206590847475e-01,8.928482916711485418e-01,3.702008993864977504e-01,4.820932163791452063e-01,9.034843934005983845e-01,7.134030926136982753e-01,4.573540770341798511e-01,9.580961035926893743e-01,8.854448325511674600e-01,4.625294868254463121e-01,1.933954857181214015e-01,8.360527037817789830e-01,8.976169427879227003e-01,6.719531384346458802e-01
8.270122514447711959e-01,1.899386405194863209e-02,6.204538458642464560e-01,8.069982140142548666e-01,2.858316627974029078e-01,1.337479101762846512e-01,8.904416069673047884e-01,7.823080086815299428e-01,3.581898403545934473e-01,5.776467255290023139e-01,2.279127415568822368e-01,3.312903394658758827e-01,6.865845966286598934e-01,7.607701056390120398e-01,8.795951871521867638e-01,6.588856558417335307e-01,7.994189561747598871e-01,1.895328099959261992e-01,7.190941898606197924e-01,9.808528186479993360e-01,9.087749022785582831e-01
